Geneid,SRR15679346,SRR15679347,SRR15679348,SRR15679349
ENSMUSG00000038365,1141,906,946,987
ENSMUSG00000038173,2,0,2,0
ENSMUSG00000050052,10,16,74,57
ENSMUSG00000109888,0,0,0,0
ENSMUSG00000110058,0,0,0,0
ENSMUSG00000086190,0,0,0,0
ENSMUSG00000110264,0,0,0,0
ENSMUSG00000051978,250,238,220,190
ENSMUSG00000109982,0,0,0,0
ENSMUSG00000038143,5093,3361,5624,4710
ENSMUSG00000109606,8,0,2,0
ENSMUSG00000092710,0,0,0,0
ENSMUSG00000047495,32,12,38,42
ENSMUSG00000085371,0,0,0,0
ENSMUSG00000088311,0,0,0,0
ENSMUSG00000038102,3851,3085,2464,2456
ENSMUSG00002076625,0,0,0,0
ENSMUSG00000084945,0,0,0,0
ENSMUSG00000026317,1044,924,544,596
ENSMUSG00000031568,2802,2883,897,1047
ENSMUSG00000110363,7,2,2,0
ENSMUSG00002075555,0,0,0,0
ENSMUSG00000109960,2,0,0,0
ENSMUSG00000062458,2,0,0,0
ENSMUSG00000063049,1808,1824,786,862
ENSMUSG00000074357,83,69,18,45
ENSMUSG00000059854,15,8,20,30
ENSMUSG00000038069,1403,1374,690,779
ENSMUSG00000118811,0,0,0,0
ENSMUSG00000097706,73,38,0,10
ENSMUSG00000093112,0,0,0,0
ENSMUSG00002074968,0,0,0,2
ENSMUSG00002075592,0,0,0,0
ENSMUSG00002075459,0,0,0,0
ENSMUSG00000110665,0,0,0,0
ENSMUSG00000110604,0,0,0,0
ENSMUSG00000110539,0,2,0,0
ENSMUSG00000110464,0,0,0,0
ENSMUSG00000061974,0,0,0,0
ENSMUSG00000035671,2819,2137,1198,949
ENSMUSG00000031563,3470,2865,1751,1689
ENSMUSG00000019362,1355,1264,696,454
ENSMUSG00000038064,4,2,0,2
ENSMUSG00002075471,0,0,0,0
ENSMUSG00000110624,0,0,0,0
ENSMUSG00000110544,0,0,0,0
ENSMUSG00000010936,1524,1060,888,808
ENSMUSG00000004996,1144,847,723,674
ENSMUSG00000004994,852,737,411,371
ENSMUSG00000109653,0,0,0,0
ENSMUSG00000033763,3031,1804,2113,1674
ENSMUSG00000031750,14,4,9,22
ENSMUSG00000090039,0,0,0,0
ENSMUSG00000085068,0,0,0,0
ENSMUSG00000071176,278,199,190,168
ENSMUSG00000033732,7408,6147,5161,4690
ENSMUSG00000031561,1030,573,1784,1504
ENSMUSG00000080396,0,0,0,0
ENSMUSG00000090024,0,0,0,0
ENSMUSG00000080518,0,0,0,0
ENSMUSG00000110480,2,0,0,2
ENSMUSG00000110509,0,0,0,1
ENSMUSG00000055675,1076,571,1106,707
ENSMUSG00000089548,0,0,0,0
ENSMUSG00000110503,0,0,0,0
ENSMUSG00000102615,40,34,8,2
ENSMUSG00000110606,0,0,0,0
ENSMUSG00000110465,0,0,0,0
ENSMUSG00000049008,0,0,0,0
ENSMUSG00000109871,0,0,0,0
ENSMUSG00000109965,0,0,0,0
ENSMUSG00000031559,0,0,0,2
ENSMUSG00000110137,0,0,0,0
ENSMUSG00000110564,0,0,0,0
ENSMUSG00000110688,0,0,2,0
ENSMUSG00000109907,0,0,0,0
ENSMUSG00000110051,0,0,2,0
ENSMUSG00000110375,0,0,0,0
ENSMUSG00000110147,0,0,0,0
ENSMUSG00000109838,0,0,0,0
ENSMUSG00000109741,0,0,0,0
ENSMUSG00000110281,0,0,0,0
ENSMUSG00000110050,0,0,0,0
ENSMUSG00000087769,0,0,0,0
ENSMUSG00000109840,0,0,0,0
ENSMUSG00000109944,0,0,0,0
ENSMUSG00000109691,2,0,0,0
ENSMUSG00000110085,0,0,0,0
ENSMUSG00000109897,0,0,0,0
ENSMUSG00000110163,0,0,0,0
ENSMUSG00002075300,0,0,0,0
ENSMUSG00000065337,0,0,0,0
ENSMUSG00000109823,0,0,0,0
ENSMUSG00000052825,266,203,280,166
ENSMUSG00000098231,0,0,0,0
ENSMUSG00000064682,0,0,0,0
ENSMUSG00000110013,0,0,0,0
ENSMUSG00000109919,0,0,0,0
ENSMUSG00000109983,0,0,0,0
ENSMUSG00000088678,0,0,0,0
ENSMUSG00000110362,0,0,0,0
ENSMUSG00000118776,0,0,0,0
ENSMUSG00000089068,0,0,0,0
ENSMUSG00000031461,14,4,10,4
ENSMUSG00000083000,0,0,0,0
ENSMUSG00000110286,0,0,0,0
ENSMUSG00000109886,0,0,0,0
ENSMUSG00000077503,0,0,0,0
ENSMUSG00000109748,0,0,0,0
ENSMUSG00002076229,0,0,0,0
ENSMUSG00002076067,0,0,0,0
ENSMUSG00002076692,0,0,0,0
ENSMUSG00000110288,0,0,0,0
ENSMUSG00000031521,127,108,181,174
ENSMUSG00000109839,0,0,0,0
ENSMUSG00000110356,0,0,0,0
ENSMUSG00000110392,0,0,0,0
ENSMUSG00000110217,0,0,0,0
ENSMUSG00000110201,0,0,0,0
ENSMUSG00000109757,0,0,0,0
ENSMUSG00000039396,3,4,4,14
ENSMUSG00000031753,1668,1488,1236,1216
ENSMUSG00000110334,0,0,0,0
ENSMUSG00000031520,34,14,58,24
ENSMUSG00000110403,1,1,0,0
ENSMUSG00000054408,1252,892,1079,872
ENSMUSG00000060924,44,22,111,106
ENSMUSG00000031519,33,39,10,8
ENSMUSG00000089708,4,14,10,27
ENSMUSG00000093142,0,0,0,0
ENSMUSG00000085150,0,0,2,1
ENSMUSG00000087363,0,0,0,0
ENSMUSG00000031518,4,2,0,0
ENSMUSG00000109616,0,0,0,0
ENSMUSG00000110132,0,0,0,0
ENSMUSG00000087892,0,0,0,0
ENSMUSG00000109625,0,0,0,0
ENSMUSG00000088320,0,0,0,0
ENSMUSG00000110056,0,0,0,0
ENSMUSG00000077675,0,0,0,0
ENSMUSG00000033703,1438,1171,620,522
ENSMUSG00000031749,994,616,597,384
ENSMUSG00000065100,0,0,0,0
ENSMUSG00000118587,0,0,2,2
ENSMUSG00000015023,1873,1751,1437,1135
ENSMUSG00000034656,393,165,335,375
ENSMUSG00000039842,196,127,207,130
ENSMUSG00000077287,0,0,0,0
ENSMUSG00000064392,0,0,0,0
ENSMUSG00000086067,56,16,47,33
ENSMUSG00000087300,0,0,0,0
ENSMUSG00000090334,2,6,7,5
ENSMUSG00000033658,2428,2070,2090,2034
ENSMUSG00000093087,0,0,4,1
ENSMUSG00000031465,39,22,239,103
ENSMUSG00000031467,3679,3329,3913,4009
ENSMUSG00000109784,307,159,91,194
ENSMUSG00000110530,32,22,0,0
ENSMUSG00000110651,0,0,0,0
ENSMUSG00000031960,7585,6678,3760,3343
ENSMUSG00000039814,0,2,0,0
ENSMUSG00002075691,0,2,0,0
ENSMUSG00000088420,0,0,0,0
ENSMUSG00000109941,0,0,0,0
ENSMUSG00000053678,0,0,0,0
ENSMUSG00000053695,0,0,0,0
ENSMUSG00000053790,0,0,0,0
ENSMUSG00000080726,0,0,1,0
ENSMUSG00000061847,0,0,0,0
ENSMUSG00000039375,10142,10068,8868,9413
ENSMUSG00000089719,0,2,0,0
ENSMUSG00002075499,0,0,0,0
ENSMUSG00000071169,0,0,0,0
ENSMUSG00000031517,2933,2006,5429,3658
ENSMUSG00000039785,0,0,0,0
ENSMUSG00000081901,0,0,0,0
ENSMUSG00000110342,0,0,0,0
ENSMUSG00000109725,0,0,0,0
ENSMUSG00000039775,0,0,0,0
ENSMUSG00000109927,4,2,4,2
ENSMUSG00000109942,0,0,2,2
ENSMUSG00000081154,0,0,0,0
ENSMUSG00000110047,2,0,2,0
ENSMUSG00000110249,2,4,8,8
ENSMUSG00000082710,0,0,0,0
ENSMUSG00000109736,0,0,0,0
ENSMUSG00000110025,0,0,0,0
ENSMUSG00000031471,0,0,0,0
ENSMUSG00000110064,0,0,0,0
ENSMUSG00000080894,0,0,0,0
ENSMUSG00000109943,0,0,0,0
ENSMUSG00000081094,149,71,215,226
ENSMUSG00002075262,0,0,0,0
ENSMUSG00000046258,0,0,0,0
ENSMUSG00000037790,0,0,0,0
ENSMUSG00000082650,0,0,0,0
ENSMUSG00002075907,0,0,0,0
ENSMUSG00000083218,18,29,14,5
ENSMUSG00000081920,1,0,10,4
ENSMUSG00000110463,0,0,0,0
ENSMUSG00000087153,175,125,167,137
ENSMUSG00000110531,0,0,0,0
ENSMUSG00000096265,0,0,0,0
ENSMUSG00000110669,82,96,44,43
ENSMUSG00000038257,44,20,62,115
ENSMUSG00000033633,40,28,35,17
ENSMUSG00000110591,0,0,1,0
ENSMUSG00000110164,0,0,0,0
ENSMUSG00000109662,0,0,0,0
ENSMUSG00000110460,0,0,0,0
ENSMUSG00000110649,45,58,39,59
ENSMUSG00000118613,0,0,0,0
ENSMUSG00000110589,0,0,0,0
ENSMUSG00000094421,2,0,2,9
ENSMUSG00000110458,83,40,54,40
ENSMUSG00000031613,26,32,38,30
ENSMUSG00000096401,383,411,380,357
ENSMUSG00000110397,8,2,2,10
ENSMUSG00000110309,0,0,0,0
ENSMUSG00000110310,0,0,0,0
ENSMUSG00000077585,0,0,0,0
ENSMUSG00000074449,0,0,2,0
ENSMUSG00000110637,0,0,0,0
ENSMUSG00000095766,0,0,0,1
ENSMUSG00000095403,87,80,84,82
ENSMUSG00000110574,0,0,0,0
ENSMUSG00000033624,1484,1116,1239,1367
ENSMUSG00000084808,137,114,65,67
ENSMUSG00000095294,1,2,0,2
ENSMUSG00000110699,0,0,0,0
ENSMUSG00000096890,0,0,0,0
ENSMUSG00000094534,0,0,0,0
ENSMUSG00000093800,4,3,5,0
ENSMUSG00000074454,0,0,0,0
ENSMUSG00000082976,0,0,0,0
ENSMUSG00000071165,0,0,0,0
ENSMUSG00000038215,956,795,758,771
ENSMUSG00000079120,0,0,0,0
ENSMUSG00000074447,0,0,0,0
ENSMUSG00000118967,0,0,0,0
ENSMUSG00000074446,0,0,0,0
ENSMUSG00000061845,0,0,0,0
ENSMUSG00000087663,0,0,0,0
ENSMUSG00000094687,0,0,0,0
ENSMUSG00000085898,0,2,2,0
ENSMUSG00000061958,0,0,0,0
ENSMUSG00000119855,0,0,0,0
ENSMUSG00000085173,0,0,0,0
ENSMUSG00000038206,1289,1294,996,1063
ENSMUSG00000110318,2,6,2,0
ENSMUSG00000083509,0,0,0,0
ENSMUSG00002075828,0,0,0,0
ENSMUSG00000109760,0,0,0,0
ENSMUSG00000110000,0,0,0,0
ENSMUSG00000110043,2,0,0,0
ENSMUSG00000074444,0,0,0,0
ENSMUSG00000074443,0,0,0,0
ENSMUSG00000119310,0,0,0,0
ENSMUSG00000074442,0,0,0,0
ENSMUSG00000079116,0,0,0,0
ENSMUSG00000094321,0,0,0,0
ENSMUSG00000095328,0,0,0,0
ENSMUSG00000080722,0,0,0,0
ENSMUSG00000082957,0,0,0,0
ENSMUSG00000074441,0,0,0,0
ENSMUSG00000094180,0,0,0,0
ENSMUSG00000074440,0,0,0,0
ENSMUSG00000074439,0,0,0,0
ENSMUSG00000083251,0,0,0,0
ENSMUSG00000082211,0,0,0,0
ENSMUSG00000003316,6952,4519,5429,4657
ENSMUSG00000074437,0,0,0,0
ENSMUSG00000119513,0,0,0,0
ENSMUSG00000084377,0,0,0,0
ENSMUSG00002075523,0,0,0,0
ENSMUSG00000082918,0,0,0,0
ENSMUSG00000096295,0,0,0,0
ENSMUSG00000094362,0,0,0,0
ENSMUSG00000094662,0,0,0,0
ENSMUSG00000084344,0,0,0,0
ENSMUSG00000074436,0,0,0,0
ENSMUSG00000083106,0,0,0,0
ENSMUSG00000079114,0,0,0,0
ENSMUSG00000110327,0,0,0,0
ENSMUSG00000119166,0,0,0,0
ENSMUSG00000081321,0,0,0,0
ENSMUSG00000038193,0,0,0,0
ENSMUSG00000095925,0,0,0,0
ENSMUSG00000033596,1778,1574,1293,1292
ENSMUSG00000095066,0,0,0,0
ENSMUSG00000094818,0,0,0,0
ENSMUSG00000075934,0,0,0,0
ENSMUSG00000065956,0,0,0,0
ENSMUSG00000083987,0,0,0,0
ENSMUSG00000074434,0,0,0,0
ENSMUSG00000084041,0,0,0,0
ENSMUSG00000079113,0,0,0,0
ENSMUSG00001118671,0,0,0,0
ENSMUSG00000082323,0,0,0,0
ENSMUSG00000060070,0,0,0,0
ENSMUSG00000084366,0,0,0,0
ENSMUSG00000060208,0,0,0,0
ENSMUSG00000063206,0,0,0,0
ENSMUSG00000082859,0,0,0,0
ENSMUSG00000095813,0,0,0,0
ENSMUSG00000012519,0,0,7,9
ENSMUSG00000058618,0,0,0,0
ENSMUSG00000119464,0,0,0,0
ENSMUSG00000081668,0,0,0,0
ENSMUSG00000110484,0,0,0,0
ENSMUSG00000096340,0,0,0,0
ENSMUSG00000064213,0,0,0,0
ENSMUSG00000084254,0,0,0,0
ENSMUSG00000044748,0,0,0,0
ENSMUSG00000082698,0,0,0,0
ENSMUSG00000058568,0,0,0,0
ENSMUSG00000033579,0,2,0,2
ENSMUSG00000077477,0,0,0,0
ENSMUSG00000006570,0,0,0,0
ENSMUSG00000044743,0,0,0,0
ENSMUSG00000047390,0,0,0,0
ENSMUSG00000045337,0,0,0,0
ENSMUSG00000110616,2,0,0,0
ENSMUSG00000048500,0,0,0,0
ENSMUSG00000110681,0,0,0,0
ENSMUSG00000058052,0,0,0,0
ENSMUSG00000044222,0,0,0,0
ENSMUSG00000079112,0,0,0,0
ENSMUSG00000017049,0,0,0,0
ENSMUSG00000109636,3,16,8,35
ENSMUSG00000110162,5,2,3,14
ENSMUSG00000006567,1249,951,879,945
ENSMUSG00000096914,47,42,86,82
ENSMUSG00000109753,0,0,0,0
ENSMUSG00000109963,0,0,0,0
ENSMUSG00000090003,2,2,0,2
ENSMUSG00000110227,0,0,2,0
ENSMUSG00000109791,0,0,0,0
ENSMUSG00000085254,0,0,0,0
ENSMUSG00000049946,17,12,22,22
ENSMUSG00000109746,0,0,0,0
ENSMUSG00000110401,0,0,0,0
ENSMUSG00000110381,0,0,0,0
ENSMUSG00002075281,0,0,0,0
ENSMUSG00000063362,1287,954,1135,1292
ENSMUSG00000110406,0,0,0,0
ENSMUSG00000065727,0,0,0,0
ENSMUSG00000109966,2,0,0,0
ENSMUSG00000070023,0,0,0,0
ENSMUSG00000057228,2,2,4,0
ENSMUSG00000109930,2,3,6,0
ENSMUSG00000031647,1466,1286,1497,1408
ENSMUSG00000109992,2,0,4,0
ENSMUSG00000109988,0,0,0,0
ENSMUSG00000109797,0,0,0,0
ENSMUSG00000088040,0,0,0,0
ENSMUSG00000110261,0,0,0,0
ENSMUSG00000037738,24,19,36,18
ENSMUSG00000031959,3465,2768,1917,2235
ENSMUSG00000098410,11,11,0,0
ENSMUSG00000038005,1487,1320,1199,1144
ENSMUSG00000031478,135,69,121,92
ENSMUSG00000037725,172,144,155,150
ENSMUSG00000031479,2089,1646,1925,1659
ENSMUSG00000031480,48,47,124,127
ENSMUSG00000090007,0,0,0,0
ENSMUSG00000033545,3301,2295,2173,2152
ENSMUSG00000031958,140,96,10,30
ENSMUSG00000055835,1026,936,837,844
ENSMUSG00000031957,0,0,0,0
ENSMUSG00000099129,0,0,0,0
ENSMUSG00000031955,1345,918,788,565
ENSMUSG00000031954,1864,1557,1937,1268
ENSMUSG00000031953,364,349,249,308
ENSMUSG00002075786,0,0,0,0
ENSMUSG00000031481,0,0,0,0
ENSMUSG00000031952,0,0,2,0
ENSMUSG00000031951,1223,1059,741,734
ENSMUSG00000031482,313,166,286,165
ENSMUSG00000099825,21,33,25,13
ENSMUSG00000110193,0,0,0,0
ENSMUSG00000031950,2639,2564,1985,1485
ENSMUSG00000048617,11526,12768,6123,6437
ENSMUSG00000109938,0,0,0,0
ENSMUSG00000110129,10,5,0,0
ENSMUSG00000031533,770,616,500,517
ENSMUSG00000031534,394,285,316,272
ENSMUSG00000031949,334,253,233,227
ENSMUSG00000037656,1381,1081,989,1027
ENSMUSG00000097042,868,746,921,978
ENSMUSG00000004319,18818,17496,10343,10269
ENSMUSG00000008892,1870,1640,1889,1476
ENSMUSG00000045746,19,6,6,11
ENSMUSG00000031535,0,0,0,0
ENSMUSG00000052926,728,638,406,315
ENSMUSG00000111184,0,0,0,0
ENSMUSG00000031948,2219,1989,1710,1419
ENSMUSG00000033430,2015,1709,1394,1248
ENSMUSG00000092086,40,22,22,12
ENSMUSG00000065700,0,0,0,0
ENSMUSG00000110435,2,0,0,0
ENSMUSG00000098075,0,0,4,0
ENSMUSG00000031536,2547,2134,2552,2196
ENSMUSG00000005161,5582,4571,5956,3713
ENSMUSG00000052837,2240,2060,97,75
ENSMUSG00000031772,40,20,60,87
ENSMUSG00002076356,0,0,0,0
ENSMUSG00000110455,0,2,0,0
ENSMUSG00000110541,0,0,0,0
ENSMUSG00000077289,0,0,0,0
ENSMUSG00000088258,0,0,0,0
ENSMUSG00000078908,1051,760,737,725
ENSMUSG00000033409,11,1,14,8
ENSMUSG00000110581,0,0,0,0
ENSMUSG00000110582,0,0,0,0
ENSMUSG00000053399,245,133,277,179
ENSMUSG00000052566,1199,898,944,845
ENSMUSG00000031537,2218,1657,1754,1651
ENSMUSG00000085199,0,0,0,0
ENSMUSG00000031538,273,194,397,168
ENSMUSG00000031644,1082,850,881,870
ENSMUSG00000046844,2749,1774,2350,1561
ENSMUSG00000084848,4,0,4,0
ENSMUSG00000110046,2,0,0,0
ENSMUSG00000109708,22,16,22,20
ENSMUSG00000109693,5,7,12,2
ENSMUSG00000080956,0,2,0,0
ENSMUSG00000086681,2,4,0,0
ENSMUSG00000008874,0,0,0,0
ENSMUSG00000031539,2691,2097,2690,2430
ENSMUSG00000054822,12,25,14,4
ENSMUSG00000089484,0,0,0,0
ENSMUSG00000052819,4,5,4,4
ENSMUSG00000052456,2558,2222,1577,1138
ENSMUSG00000041203,2515,2132,963,965
ENSMUSG00000031642,318,218,178,183
ENSMUSG00000099419,0,0,0,0
ENSMUSG00000056943,0,0,0,0
ENSMUSG00000109610,4,7,2,8
ENSMUSG00000031641,477,389,521,563
ENSMUSG00000004637,1129,1084,729,604
ENSMUSG00000090217,4,0,0,0
ENSMUSG00000089723,0,0,0,0
ENSMUSG00000089797,0,2,2,0
ENSMUSG00002076325,0,0,0,0
ENSMUSG00000110592,0,0,0,0
ENSMUSG00000065090,0,0,0,0
ENSMUSG00000055435,453,412,256,213
ENSMUSG00000086717,11,4,0,0
ENSMUSG00000110620,2,0,2,2
ENSMUSG00000110476,0,0,0,0
ENSMUSG00000110709,0,0,0,0
ENSMUSG00000110700,0,0,0,0
ENSMUSG00000034467,260,321,187,160
ENSMUSG00000031758,75,42,56,48
ENSMUSG00000074072,2,0,0,0
ENSMUSG00000014633,208,176,162,140
ENSMUSG00000031540,10215,6432,6667,6587
ENSMUSG00000109652,24,27,24,20
ENSMUSG00000109793,0,2,0,0
ENSMUSG00000031756,308,259,150,253
ENSMUSG00000031691,8535,6471,5036,5106
ENSMUSG00000077527,0,0,0,0
ENSMUSG00000047388,1667,1262,1302,1053
ENSMUSG00000031847,1275,983,460,609
ENSMUSG00000034424,1034,958,707,572
ENSMUSG00000008167,3500,3252,1306,1499
ENSMUSG00000099076,0,0,0,0
ENSMUSG00000095845,10,10,2,2
ENSMUSG00000060038,1355,1383,767,760
ENSMUSG00000034416,2,4,0,0
ENSMUSG00000085688,0,2,0,0
ENSMUSG00000058056,505,276,304,218
ENSMUSG00000110131,0,0,0,0
ENSMUSG00000086866,5,6,8,8
ENSMUSG00000109729,0,0,0,0
ENSMUSG00000005150,833,741,627,587
ENSMUSG00000059355,625,521,507,384
ENSMUSG00000005142,1537,1226,1157,1043
ENSMUSG00000074194,131,134,131,151
ENSMUSG00002076940,0,0,0,0
ENSMUSG00000110219,0,0,0,0
ENSMUSG00000110386,12,3,0,0
ENSMUSG00000110200,0,0,0,0
ENSMUSG00000037921,10,6,12,10
ENSMUSG00000062687,0,0,0,0
ENSMUSG00000051952,0,0,0,0
ENSMUSG00000031635,7,12,0,0
ENSMUSG00000110252,0,0,0,0
ENSMUSG00000109687,0,0,0,0
ENSMUSG00000109895,0,0,0,0
ENSMUSG00000109740,0,0,0,0
ENSMUSG00000109767,2,0,7,4
ENSMUSG00000109994,0,0,0,0
ENSMUSG00000110364,0,0,0,0
ENSMUSG00000089528,0,0,0,0
ENSMUSG00000034390,1624,1092,996,810
ENSMUSG00000031696,4213,3778,4163,3630
ENSMUSG00000099062,0,0,0,0
ENSMUSG00000098483,1,0,0,0
ENSMUSG00000034330,26,61,10,8
ENSMUSG00002075926,0,0,0,0
ENSMUSG00000034308,94,102,94,105
ENSMUSG00000110459,0,0,0,0
ENSMUSG00000031697,583,561,524,541
ENSMUSG00000088344,0,0,0,0
ENSMUSG00000110151,0,0,0,0
ENSMUSG00000031844,14,21,10,6
ENSMUSG00000110520,0,0,0,0
ENSMUSG00000110494,0,0,0,0
ENSMUSG00000031843,901,786,840,780
ENSMUSG00000074065,2,6,4,0
ENSMUSG00000065028,0,0,0,0
ENSMUSG00000054162,183,98,462,394
ENSMUSG00000109744,2,0,0,2
ENSMUSG00000110308,0,0,0,0
ENSMUSG00000088419,0,0,0,0
ENSMUSG00000109622,0,0,0,0
ENSMUSG00000110300,0,0,0,0
ENSMUSG00000110678,0,0,0,0
ENSMUSG00000109999,0,0,0,0
ENSMUSG00000109825,0,0,0,0
ENSMUSG00000031841,179,85,187,148
ENSMUSG00000110662,0,0,0,0
ENSMUSG00000119036,0,0,0,0
ENSMUSG00000110548,0,0,0,0
ENSMUSG00000110667,0,0,0,0
ENSMUSG00000087707,0,0,0,0
ENSMUSG00000031839,4367,3641,3452,2601
ENSMUSG00000110470,0,0,0,0
ENSMUSG00000031698,4,1,0,2
ENSMUSG00000074064,769,765,391,480
ENSMUSG00000053626,116,91,131,74
ENSMUSG00000084895,0,0,0,0
ENSMUSG00000109579,0,0,0,0
ENSMUSG00000076042,0,0,0,0
ENSMUSG00000036934,348,300,235,194
ENSMUSG00000109790,8,5,0,0
ENSMUSG00000103341,5,6,0,0
ENSMUSG00000037852,17395,19682,14609,11306
ENSMUSG00000110368,8,0,1,0
ENSMUSG00000074063,148,148,32,22
ENSMUSG00000031700,665,546,240,174
ENSMUSG00000031604,1051,1078,880,926
ENSMUSG00000031701,4237,3808,3428,2978
ENSMUSG00000110341,0,0,2,2
ENSMUSG00000109731,0,0,0,0
ENSMUSG00000031837,385,274,246,204
ENSMUSG00000034224,3,4,2,0
ENSMUSG00000031605,1559,1210,857,902
ENSMUSG00000109879,4,2,0,6
ENSMUSG00000109854,0,0,0,0
ENSMUSG00000109613,2,0,0,0
ENSMUSG00002075320,0,0,0,0
ENSMUSG00000110157,0,0,0,0
ENSMUSG00000110378,19,15,0,0
ENSMUSG00000036902,442,248,584,420
ENSMUSG00000098388,0,0,0,0
ENSMUSG00000031703,2742,2005,3135,2483
ENSMUSG00000031835,9041,7086,6156,6089
ENSMUSG00000025521,506,429,358,252
ENSMUSG00000071089,2,0,0,0
ENSMUSG00000053490,0,4,0,0
ENSMUSG00000109718,2,0,0,0
ENSMUSG00000110283,0,0,0,0
ENSMUSG00000110226,0,0,0,0
ENSMUSG00002074847,0,0,0,0
ENSMUSG00000036469,4662,3963,2930,3188
ENSMUSG00000064763,0,0,0,0
ENSMUSG00000083905,0,0,0,0
ENSMUSG00000065297,0,0,0,0
ENSMUSG00000119461,3,0,4,0
ENSMUSG00000086156,78,61,0,0
ENSMUSG00000085109,9,2,0,0
ENSMUSG00000025591,845,680,743,615
ENSMUSG00000110500,2,0,0,2
ENSMUSG00000025519,0,2,2,2
ENSMUSG00000085082,0,0,0,0
ENSMUSG00000044014,0,0,6,0
ENSMUSG00000036437,10,2,12,8
ENSMUSG00000110454,0,0,0,0
ENSMUSG00000110533,0,0,0,0
ENSMUSG00000014907,510,378,228,313
ENSMUSG00000110468,0,0,0,0
ENSMUSG00000077485,0,0,0,0
ENSMUSG00000110583,0,0,0,0
ENSMUSG00000110512,0,0,0,0
ENSMUSG00000080437,0,0,0,0
ENSMUSG00000089380,0,0,0,0
ENSMUSG00000110632,2,0,0,0
ENSMUSG00000074292,0,0,0,0
ENSMUSG00000025588,12,6,11,20
ENSMUSG00000051147,22,17,30,17
ENSMUSG00000030735,12,12,7,16
ENSMUSG00000056426,0,0,0,0
ENSMUSG00000110452,0,0,0,0
ENSMUSG00000104757,0,0,0,0
ENSMUSG00000030465,1000,891,762,756
ENSMUSG00000087266,8,4,4,2
ENSMUSG00000077545,0,0,0,0
ENSMUSG00000053886,0,0,4,0
ENSMUSG00000110472,0,0,0,0
ENSMUSG00000110650,0,0,0,0
ENSMUSG00000036356,40,50,73,59
ENSMUSG00000085197,2,0,0,0
ENSMUSG00000087489,0,0,0,0
ENSMUSG00000085487,0,0,0,0
ENSMUSG00000098257,2,1,2,4
ENSMUSG00000098768,0,0,0,0
ENSMUSG00000098391,0,0,0,0
ENSMUSG00000069971,0,0,0,0
ENSMUSG00002075434,0,0,0,0
ENSMUSG00000031864,2300,1861,1864,1541
ENSMUSG00000081745,5,6,2,6
ENSMUSG00000045333,487,306,292,201
ENSMUSG00000110719,0,2,0,0
ENSMUSG00000118626,2,0,0,0
ENSMUSG00000036810,1035,880,831,985
ENSMUSG00000015568,114,75,322,329
ENSMUSG00000110449,0,0,0,0
ENSMUSG00000110594,0,0,0,0
ENSMUSG00000036330,12,12,2,10
ENSMUSG00000089995,0,0,0,0
ENSMUSG00000006273,14429,12540,12428,10738
ENSMUSG00000036306,73,60,104,72
ENSMUSG00000059897,363,308,247,290
ENSMUSG00000110538,0,0,0,0
ENSMUSG00000110657,6,2,6,0
ENSMUSG00000079038,114,69,166,197
ENSMUSG00000110514,0,0,0,0
ENSMUSG00000110444,405,159,361,486
ENSMUSG00000036246,174,163,201,138
ENSMUSG00000031861,194,155,62,24
ENSMUSG00000031860,57,41,85,52
ENSMUSG00000044006,28,18,8,16
ENSMUSG00000048967,91,65,14,9
ENSMUSG00000036199,2224,1892,1295,792
ENSMUSG00000047654,18,12,0,0
ENSMUSG00000031661,792,509,432,219
ENSMUSG00000110187,0,0,0,2
ENSMUSG00000031662,15,19,6,3
ENSMUSG00000036180,3688,2766,2051,1910
ENSMUSG00000110545,19,34,45,25
ENSMUSG00000055994,12,24,8,4
ENSMUSG00000031858,9537,7663,5485,6301
ENSMUSG00000011306,3523,2862,2184,2214
ENSMUSG00000036151,108,116,36,74
ENSMUSG00000007594,29,9,24,16
ENSMUSG00000002341,512,197,667,382
ENSMUSG00000099042,0,0,0,0
ENSMUSG00000089114,0,0,0,0
ENSMUSG00000036120,867,573,854,635
ENSMUSG00000071078,302,251,188,179
ENSMUSG00000002345,1930,1522,1559,1427
ENSMUSG00000036712,2275,1816,2056,2146
ENSMUSG00000109970,0,2,0,0
ENSMUSG00000110299,1,2,0,0
ENSMUSG00000056772,0,0,0,0
ENSMUSG00000109778,0,0,0,0
ENSMUSG00000099078,0,0,0,0
ENSMUSG00000031665,58,73,72,28
ENSMUSG00000094790,0,0,0,0
ENSMUSG00000069962,3,2,1,0
ENSMUSG00000119458,0,0,0,0
ENSMUSG00000088883,0,0,0,0
ENSMUSG00000043668,836,503,404,240
ENSMUSG00000109672,0,0,0,0
ENSMUSG00000109726,0,0,0,0
ENSMUSG00000109870,0,0,6,3
ENSMUSG00000110212,0,2,4,0
ENSMUSG00002075128,0,0,0,0
ENSMUSG00000110332,2,0,2,0
ENSMUSG00000079033,330,382,22,30
ENSMUSG00000031543,365,220,346,389
ENSMUSG00002075072,1,0,0,0
ENSMUSG00000083285,0,0,0,0
ENSMUSG00000086741,13,6,6,2
ENSMUSG00000070084,0,0,0,0
ENSMUSG00000106471,0,0,0,0
ENSMUSG00000063672,0,4,0,0
ENSMUSG00000031545,4073,3397,3196,2557
ENSMUSG00000103925,4,0,0,2
ENSMUSG00000031546,526,376,352,309
ENSMUSG00000002342,1320,1032,803,594
